2026-06-15 21:48:59,702 - SniperModule - INFO - 🔫 Sniper Module Starting...
2026-06-15 21:48:59,702 - SniperModule - INFO -    Working dir: /app
2026-06-15 21:48:59,703 - SniperModule - INFO -    Log dir: /app/logs/sniper
2026-06-15 21:48:59,703 - SniperModule - INFO -    DRY_RUN (resolved per-module): True
2026-06-15 21:48:59,707 - SniperModule - INFO -    Killswitch poller started (logs/.killswitch)
2026-06-15 21:48:59,708 - SniperModule - INFO -    Solana RPC: Configured
2026-06-15 21:48:59,708 - SniperModule - INFO -    EVM RPC: Configured
2026-06-15 21:49:00,249 - SniperModule - INFO - ✅ Database connected
2026-06-15 21:49:00,249 - SniperModule - INFO - ✅ Secrets manager initialized with database
2026-06-15 21:49:00,358 - SniperModule - INFO - ✅ Pool Engine initialized for RPC management
2026-06-15 21:49:00,358 - SniperModule - INFO -    Solana RPC from Pool Engine: OK
2026-06-15 21:49:00,358 - SniperModule - INFO -    EVM RPC from Pool Engine: OK
2026-06-15 21:49:03,455 - SniperModule - INFO - ✅ AllocationGuard wired into RiskManager (module=sniper)
2026-06-15 21:49:03,455 - SniperModule - INFO - ✅ RiskManager wired into Sniper engine
2026-06-15 21:49:03,455 - SniperEngine - INFO - 🔫 Initializing Sniper Engine...
2026-06-15 21:49:03,467 - SniperEngine - INFO - 📋 Sniper settings loaded: trade_amount=0.1, slippage=10.0%
2026-06-15 21:49:03,467 - SniperEngine - INFO -    Mode: DRY_RUN (no real trades) | TEST_MODE (relaxed safety)
2026-06-15 21:49:03,468 - SniperEngine - INFO -    Target Chain: ALL (All Chains)
2026-06-15 21:49:03,468 - SniperEngine - INFO -    Safety (TEST MODE): max_tax=50%, min_liq=DISABLED (set to $0)
2026-06-15 21:49:03,468 - SniperEngine - INFO -    Exit: TP=50.0%, SL=20.0%
2026-06-15 21:49:03,468 - SniperEngine - INFO -    EVM sniping: DISABLED (sniper_evm_enabled=False) | evm_min_liq=$50,000 | evm_min_score=>=70
2026-06-15 21:49:03,469 - SniperEngine - INFO -    W15 exit: PartialTake=20.0%@50.0% trail=True
2026-06-15 21:49:03,469 - SniperEngine - INFO -    W15/W16 entry gates [ACTIVE (always-on)]: min_holders=10 min_age=30s max_dev_holding=30.0% min_buy_sell=1.5 min_score=40 | safety_api=ON
2026-06-15 21:49:03,469 - SniperEngine - INFO -    W15 risk gate: sniper_use_dex_risk_manager=False (sniper-own gates only (capital checks preserved))
2026-06-15 21:49:03,469 - SniperEngine - INFO -    W17 delayed-entry: min_age=180s watchlist_max=500 recheck=15s fail_closed_bsr=True phantom_threshold=300.0%
2026-06-15 21:49:03,474 - SniperEngine - WARNING - SNIPER budget=0 (allocation_guard_config.budget_usd_sniper=0): all LIVE entries suppressed. DRY_RUN simulated entries are still collected for burn-in stats. Operator action to enable LIVE: set budget_usd_sniper > 0 in DB.
2026-06-15 21:49:03,664 - TradeExecutor - INFO - 💱 Trade Executor initialized (DRY RUN)
2026-06-15 21:49:03,668 - SniperEngine - WARNING - EVM sniping DISABLED by sniper_evm_enabled=false (DB config). Solana path is unaffected. To re-enable: UPDATE config_settings SET value='true' WHERE config_type='sniper_config' AND key='sniper_evm_enabled';
2026-06-15 21:49:03,724 - SolanaListener - INFO - 🔌 Initializing Solana Listener (MULTI-AMM VERSION)...
2026-06-15 21:49:03,724 - SolanaListener - INFO -    RPC: https://solana-mainnet.g.alchemy.com/v2/p8TihQhCAI...
2026-06-15 21:49:03,724 - SolanaListener - INFO -    Poll Interval: 15s
2026-06-15 21:49:03,724 - SolanaListener - INFO -    Enabled AMMs: ['raydium_v4', 'pump_fun']
2026-06-15 21:49:03,724 - SolanaListener - INFO -    Listener Mode: WSS
2026-06-15 21:49:03,724 - SolanaListener - INFO -    WSS URL: wss://mainnet.helius-rpc.com/?api-key=021371af-046f-4cf4-a71...
2026-06-15 21:49:03,818 - SolanaListener - ERROR - ❌ RPC verification failed - check your RPC URL
2026-06-15 21:49:03,818 - SniperEngine - INFO - ✅ Sniper Engine initialized
2026-06-15 21:49:03,856 - SniperEngine - INFO - 🔑 Sniper wallets surfaced: solana=BZ7dWN...qedR evm=0x802f...1D4D
2026-06-15 21:49:03,856 - SniperModule - INFO - ✅ Sniper Engine initialized successfully
2026-06-15 21:49:03,926 - SniperModule - INFO - 📱 Telegram remote control enabled
2026-06-15 21:49:04,213 - SniperEngine - INFO - 🔫 Sniper Engine Started
2026-06-15 21:49:04,242 - SniperEngine - INFO - ♻️ Sniper reconcile: no open rows to restore
2026-06-15 21:59:12,201 - SniperEngine - INFO - 🔫 Monitor status: 6000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 04:03:42,304 - SniperEngine - INFO - 🔫 Monitor status: 222000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 04:13:49,251 - SniperEngine - INFO - 🔫 Monitor status: 228000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 04:23:57,906 - SniperEngine - INFO - 🔫 Monitor status: 234000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 04:34:05,550 - SniperEngine - INFO - 🔫 Monitor status: 240000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 04:44:12,379 - SniperEngine - INFO - 🔫 Monitor status: 246000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 04:54:19,118 - SniperEngine - INFO - 🔫 Monitor status: 252000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 05:04:26,243 - SniperEngine - INFO - 🔫 Monitor status: 258000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 05:14:32,795 - SniperEngine - INFO - 🔫 Monitor status: 264000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 05:24:40,342 - SniperEngine - INFO - 🔫 Monitor status: 270000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 05:34:47,100 - SniperEngine - INFO - 🔫 Monitor status: 276000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 05:44:53,813 - SniperEngine - INFO - 🔫 Monitor status: 282000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 05:55:00,768 - SniperEngine - INFO - 🔫 Monitor status: 288000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 06:05:07,751 - SniperEngine - INFO - 🔫 Monitor status: 294000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 06:15:14,458 - SniperEngine - INFO - 🔫 Monitor status: 300000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 06:25:21,920 - SniperEngine - INFO - 🔫 Monitor status: 306000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 06:35:29,087 - SniperEngine - INFO - 🔫 Monitor status: 312000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 06:45:36,015 - SniperEngine - INFO - 🔫 Monitor status: 318000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 06:55:43,135 - SniperEngine - INFO - 🔫 Monitor status: 324000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 07:05:50,680 - SniperEngine - INFO - 🔫 Monitor status: 330000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 07:15:57,586 - SniperEngine - INFO - 🔫 Monitor status: 336000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 07:26:05,225 - SniperEngine - INFO - 🔫 Monitor status: 342000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 07:36:12,944 - SniperEngine - INFO - 🔫 Monitor status: 348000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 07:46:20,203 - SniperEngine - INFO - 🔫 Monitor status: 354000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 07:56:27,476 - SniperEngine - INFO - 🔫 Monitor status: 360000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 08:06:34,868 - SniperEngine - INFO - 🔫 Monitor status: 366000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 08:16:42,471 - SniperEngine - INFO - 🔫 Monitor status: 372000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 08:26:51,264 - SniperEngine - INFO - 🔫 Monitor status: 378000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 08:36:59,471 - SniperEngine - INFO - 🔫 Monitor status: 384000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 08:47:06,951 - SniperEngine - INFO - 🔫 Monitor status: 390000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 08:57:14,728 - SniperEngine - INFO - 🔫 Monitor status: 396000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 09:07:22,043 - SniperEngine - INFO - 🔫 Monitor status: 402000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 09:17:29,372 - SniperEngine - INFO - 🔫 Monitor status: 408000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 09:27:36,650 - SniperEngine - INFO - 🔫 Monitor status: 414000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 09:37:44,228 - SniperEngine - INFO - 🔫 Monitor status: 420000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 09:47:52,634 - SniperEngine - INFO - 🔫 Monitor status: 426000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 09:58:00,304 - SniperEngine - INFO - 🔫 Monitor status: 432000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 10:08:09,595 - SniperEngine - INFO - 🔫 Monitor status: 438000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 10:18:18,761 - SniperEngine - INFO - 🔫 Monitor status: 444000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 10:28:28,548 - SniperEngine - INFO - 🔫 Monitor status: 450000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 10:38:37,054 - SniperEngine - INFO - 🔫 Monitor status: 456000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 10:48:46,143 - SniperEngine - INFO - 🔫 Monitor status: 462000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 10:58:56,028 - SniperEngine - INFO - 🔫 Monitor status: 468000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 11:09:06,182 - SniperEngine - INFO - 🔫 Monitor status: 474000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 11:19:16,421 - SniperEngine - INFO - 🔫 Monitor status: 480000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 11:29:25,723 - SniperEngine - INFO - 🔫 Monitor status: 486000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 11:39:34,877 - SniperEngine - INFO - 🔫 Monitor status: 492000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 11:49:42,128 - SniperEngine - INFO - 🔫 Monitor status: 498000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 11:59:50,753 - SniperEngine - INFO - 🔫 Monitor status: 504000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 12:09:59,160 - SniperEngine - INFO - 🔫 Monitor status: 510000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 12:20:08,937 - SniperEngine - INFO - 🔫 Monitor status: 516000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 12:30:17,945 - SniperEngine - INFO - 🔫 Monitor status: 522000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 12:40:27,341 - SniperEngine - INFO - 🔫 Monitor status: 528000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 12:50:35,866 - SniperEngine - INFO - 🔫 Monitor status: 534000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 13:00:45,845 - SniperEngine - INFO - 🔫 Monitor status: 540000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 13:10:53,619 - SniperEngine - INFO - 🔫 Monitor status: 546000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 13:21:03,143 - SniperEngine - INFO - 🔫 Monitor status: 552000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 13:31:11,205 - SniperEngine - INFO - 🔫 Monitor status: 558000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 13:41:19,276 - SniperEngine - INFO - 🔫 Monitor status: 564000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 13:51:28,630 - SniperEngine - INFO - 🔫 Monitor status: 570000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 14:01:39,614 - SniperEngine - INFO - 🔫 Monitor status: 576000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 14:11:48,385 - SniperEngine - INFO - 🔫 Monitor status: 582000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 14:21:58,512 - SniperEngine - INFO - 🔫 Monitor status: 588000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 14:32:08,350 - SniperEngine - INFO - 🔫 Monitor status: 594000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 14:42:17,152 - SniperEngine - INFO - 🔫 Monitor status: 600000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 14:52:25,045 - SniperEngine - INFO - 🔫 Monitor status: 606000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 15:02:34,793 - SniperEngine - INFO - 🔫 Monitor status: 612000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 15:12:43,275 - SniperEngine - INFO - 🔫 Monitor status: 618000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 15:22:52,075 - SniperEngine - INFO - 🔫 Monitor status: 624000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 15:33:00,968 - SniperEngine - INFO - 🔫 Monitor status: 630000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 15:43:10,020 - SniperEngine - INFO - 🔫 Monitor status: 636000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 15:53:18,129 - SniperEngine - INFO - 🔫 Monitor status: 642000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 16:03:26,930 - SniperEngine - INFO - 🔫 Monitor status: 648000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 16:13:35,934 - SniperEngine - INFO - 🔫 Monitor status: 654000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 16:23:45,722 - SniperEngine - INFO - 🔫 Monitor status: 660000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 16:33:56,859 - SniperEngine - INFO - 🔫 Monitor status: 666000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 16:44:06,045 - SniperEngine - INFO - 🔫 Monitor status: 672000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 16:54:14,525 - SniperEngine - INFO - 🔫 Monitor status: 678000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 17:04:23,788 - SniperEngine - INFO - 🔫 Monitor status: 684000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 17:14:31,542 - SniperEngine - INFO - 🔫 Monitor status: 690000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 17:24:41,609 - SniperEngine - INFO - 🔫 Monitor status: 696000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 17:34:48,847 - SniperEngine - INFO - 🔫 Monitor status: 702000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 17:44:55,802 - SniperEngine - INFO - 🔫 Monitor status: 708000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 17:55:03,068 - SniperEngine - INFO - 🔫 Monitor status: 714000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 18:05:11,150 - SniperEngine - INFO - 🔫 Monitor status: 720000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 18:15:18,360 - SniperEngine - INFO - 🔫 Monitor status: 726000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 18:25:26,649 - SniperEngine - INFO - 🔫 Monitor status: 732000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 18:35:34,008 - SniperEngine - INFO - 🔫 Monitor status: 738000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 18:45:41,050 - SniperEngine - INFO - 🔫 Monitor status: 744000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 18:55:48,184 - SniperEngine - INFO - 🔫 Monitor status: 750000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 19:05:55,630 - SniperEngine - INFO - 🔫 Monitor status: 756000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 19:16:02,707 - SniperEngine - INFO - 🔫 Monitor status: 762000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 19:26:10,550 - SniperEngine - INFO - 🔫 Monitor status: 768000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 19:36:17,883 - SniperEngine - INFO - 🔫 Monitor status: 774000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 19:46:25,282 - SniperEngine - INFO - 🔫 Monitor status: 780000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 19:56:32,556 - SniperEngine - INFO - 🔫 Monitor status: 786000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 20:06:40,420 - SniperEngine - INFO - 🔫 Monitor status: 792000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 20:16:47,397 - SniperEngine - INFO - 🔫 Monitor status: 798000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 20:26:55,293 - SniperEngine - INFO - 🔫 Monitor status: 804000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 20:37:03,247 - SniperEngine - INFO - 🔫 Monitor status: 810000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 20:47:10,514 - SniperEngine - INFO - 🔫 Monitor status: 816000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 20:57:17,935 - SniperEngine - INFO - 🔫 Monitor status: 822000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 21:07:25,192 - SniperEngine - INFO - 🔫 Monitor status: 828000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 21:17:32,845 - SniperEngine - INFO - 🔫 Monitor status: 834000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 21:27:40,003 - SniperEngine - INFO - 🔫 Monitor status: 840000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 21:37:47,454 - SniperEngine - INFO - 🔫 Monitor status: 846000 scans, 0 EVM pairs, 0 Solana pools detected
2026-06-16 21:47:54,172 - SniperEngine - INFO - 🔫 Monitor status: 852000 scans, 0 EVM pairs, 0 Solana pools detected
